NUM,GROUP_NAME,DESC_KOR,SERVING_SIZE,NUTR_CONT1,NUTR_CONT2,NUTR_CONT3,NUTR_CONT4,NUTR_CONT5,NUTR_CONT6,NUTR_CONT7,NUTR_CONT8,NUTR_CONT9
4526,음료류,아메리치노 라떼 ICE,450,227,30,8,,28,135,,5.4,
4527,음료류,콜드브루 To-Go ICE,340,8,0,0,,0,5,,0,
4528,음료류,아메리치노 (Original) ICE,410,14,2,2,,0,10,,0,
4529,음료류,콜브브루 더치커피 ICE,360,6,1,0,,0,15,,0,
4530,음료류,아메리카노 HOT,300,9,1,1,,0,5,,0,
4531,음료류,카푸치노 HOT,220,113,9,6,,8,101,,4,
4532,음료류,카페라떼 HOT,280,152,12,8,,11,137,,5,
4533,음료류,바닐라 카페라떼 HOT,280,207,29,7,,28,121,,4,
4534,음료류,카라멜마끼아또 HOT,289,231,31,8,,29,137,,5,
4535,음료류,카페모카 HOT,310,334,29,8,,26,135,,13,
4536,음료류,제주 청귤 스노우,533,442,109,1,,98,55,,0,
4537,음료류,멜론 스노우,436,350,62,11,,61,175.8,,4,
4538,음료류,워터멜론 스노우,502,298,70,1,,70,37.8,,0.3,
4539,음료류,오트밀 카라멜 스노우,465,374,64,9,,40,185,,3.6,
4540,음료류,오트밀 블루베리 스노우,478,371,67,8,,43,155,,2.9,
4541,음료류,코코넛 밀크 스노우 ICE,481,499,76,4,,51,110,,7.5,
4542,음료류,한라봉 스노우,501,400,90,1,,90,10,,0.8,
4543,음료류,망고 스노우,500,353,87,0,,77,15,,0.1,
4544,음료류,요거트 스노우,472,403,85,5,,81,150,,2.6,
4545,음료류,딸기 스노우,520,340,74,3,,67,40,,1.1,
4546,음료류,블루베리 스노우,484,334,68,4,,63,90,,2.6,
4547,음료류,그린티 스노우,497,550,85,8,,74,180,,10.8,
4548,음료류,자바 초코렛 칩 스노우,545,556,94,7,,39,90,,11.3,
4549,음료류,쿠키&크림 스노우,531,668,108,10,,42,190,,12.6,
4550,음료류,루이보스 아몬드 밀크티 HOT,390,335,47.6,9.6,,48,194.5,,7,
4551,음료류,얼그레이 밀크티 HOT,390,330,46.6,9.6,,47,192.1,,7,
4552,음료류,제주 청귤 에이드 ICE,464,184,45,1,,39,10,,0,
4553,음료류,제주 청귤 주스 ICE,511,264,65,1,,58,5,,0,
4554,음료류,워터멜론 주스 ICE,481,201,46,1.2,,46,16.8,,0.3,
4555,음료류,피치우롱 HOT,400,11,2,1,,0,,,0,
4556,음료류,피치우롱 ICE,430,10,2,1,,0,,,0,
4557,음료류,얼그레이 리저브 HOT,400,10,2,1,,0,,,0,
4558,음료류,얼그레이 리저브 ICE,430,10,2,1,,0,,,0,
4559,음료류,쿨민트 HOT,400,9,2,1,,0,5,,0,
4560,음료류,쿨민트 ICE,430,9,2,1,,0,5,,0,
4561,음료류,크림슨 펀치 HOT,400,23,5,0,,0,,,0,
4562,음료류,크림슨 펀치 ICE,430,23,5,0,,0,,,0,
4563,음료류,루이보스 빌베리 HOT,400,11,2,0,,0,5,,0,
4564,음료류,루이보스 빌베리 ICE,430,11,2,0,,0,5,,0,
4565,음료류,로얄 캐모마일 HOT,400,9,0,0,,0,,,0,
4566,음료류,로얄 캐모마일 ICE,430,9,0,0,,0,,,0,
4567,음료류,로즈힙 밀크티 HOT,330,490,65,11.4,,52,225,,15.7,
4568,음료류,로즈힙 밀크티 ICE,388,409,59,7.7,,46,150,,12.9,
4569,음료류,오리지널 밀크티 HOT,330,494,64,11.4,,53,215,,16.6,
4570,음료류,오리지널 밀크티 ICE,388,412,58,7.4,,47,140,,13.8,
4571,음료류,유자티 HOT,430,260,64,0,,60,60,,0,
4572,음료류,나이트로 그린티 애플 ICE,325,109,27,0,,23,20,,0,
4573,음료류,나이트로 히비스커스 라즈베리 ICE,280,93,23,0,,19,,,0,
4574,음료류,한라봉 스파클링 에이드 ICE,471,418,100,1,,37,15,,0.3,
4575,음료류,자색고구마라떼 HOT,377,246,24,9.9,,22,205,,7.3,
4576,음료류,자색고구마라떼 ICE,429,175,18,6.8,,17,140,,5,
4577,음료류,레드자몽스파클링에이드 ICE,483,113,27,0.6,,16,30,,0,
4578,음료류,스트로베리 스파클링에이드 ICE,483,89,19,1,,16,5,,0,
4579,음료류,레몬티 HOT,436,247,62,0.2,,60,20,,0.1,
4580,음료류,아이스티 ICE,467,217,54,0.1,,53,,,0,
4581,음료류,핫초코 HOT,383,468,56,12,,48,290,,14.3,
4582,음료류,아이스초코 ICE,453,396,50,8.7,,42,225,,11.8,
4583,음료류,그린 밀크티 HOT,373,351,48,11.5,,46,210,,7.5,
4584,음료류,그린 밀크티 ICE,438,227,42,8.1,,40,140,,5,
4585,한과류,오리지널 카쉬,233,744,76,15,,41,430,,10,
4586,한과류,레드벨벳 카쉬,233,706,81,14,,50,260,,7,
4587,한과류,코코넛 카쉬,223,717,76,15,,41,260,,7,
4588,한과류,초코 카쉬,233,698,76,15,,41,260,,6,
4589,빵류,멜론 케이크,120,300,36,3,,17,107,,12,
4590,빵류,워터멜론 케이크,130,375,38,4,,17,188,,13,
4591,빵류,크림 베리 케이크,156,450,45,7,,29,140,,17,
4592,기타,망고 피치 빙수,540,389,96,2,,89,75,,1.9,
4593,기타,오리지널 팥빙수,400,530,110,10,,52,210,,4,
4594,기타,망고 코코넛칩 빙수,390,385,70,5,,35,125,,8,
4595,기타,밀크 베리 빙수,530,380,71,5,,67,70,,6,
4596,빵류,마스카포네 티라미수 케이크,142,411,38,5,,22,120,,19,
4597,빵류,프리미엄 머쉬룸 베이컨 샌드위치,170,325,25,15,,19,390,,5,
4598,빵류,프리미엄 치킨 샌드위치,170,345,24,17,,18,890,,6,
4599,빵류,모짜렐라 치즈 포카치아,190,585,45,20,,35,910,,6,
4600,한과류,핑크 베리 토르테,101,345,39,5,,25,45,,12,
4601,빵류,크림 치즈 캐롯 케익,141,549,53,5,,36,160,,15,
4602,빵류,베리 팬케익,255.5,616.8,74,11.3,,54,326.1,,15,
4603,빵류,스위트 팬케익,145.5,385.5,46.3,11,,31,317.4,,7,
4604,한과류,화이트쇼콜라,136,471,33,6,,23,105,,22,
4605,빵류,에그&베이컨 샌드위치,170,384,39,12,,9,750,,4.7,
4606,빵류,햄치즈샌드위치,189,330,42,17,,1,960,,3.7,
4607,빵류,초코크림크로와상,170,345,24,17,,18,890,,6,
4608,빵류,갈릭파이,72,365,32,5,,7,210,,27,
4609,아이스크림류,밀크아이스크림,150,289,26,5,,19,35,,13,
4610,빵류,큐브 달콤 브레드,150,728,97,14,,32,630,,18,
4611,빵류,크로크마담,137,389,41,18,,0,770,,15,
4612,빵류,크로크무슈,104,325,43,11,,0,700,,11,
4613,빵류,메이플피칸,97,454,41,5,,16,195,,11,
4614,아이스크림류,아이스크림 그린티,105,132,28,5,,0,65,,11,
4615,아이스크림류,아이스크림 바닐라,105,255,24,5,,0,55,,15,
4616,아이스크림류,아포가토 그린티,135,257,25,5,,0,60,,15,
4617,아이스크림류,아포가토 바닐라,135,215,20,5,,0,220,,13,
4618,빵류,아이스크림와플,382,906,142,11,,0,530,,33,
4619,빵류,플레인와플,232,676,126,9,,0,550,,15,
4620,빵류,클래식 클럽 샌드위치,248,540,58,21,,3,1295,,8,
4621,빵류,어니언 베이글,110,320,64,11,,14,460,,1.9,
4622,빵류,플레인 베이글,110,309,61,12,,12,460,,1.5,
4623,빵류,오리지날 번,60,240,37,4,,4,190,,2.1,
4624,빵류,뉴욕 치즈 케이크,106,306,25,7,,24,270,,15,
4625,음료류,사과한모금(120ml*24입 ),120,60,15,0,,14,,,0,
4626,음료류,포도한모금(120ml*24입 ),120,60,14,0,,12,,,0,
4627,음료류,감귤주스,180,85,18,1,0.9,18,,,0,
4628,음료류,감귤즙,620,185,50,0,,37,60,,0,
4629,음료류,감귤한모금(120ml*24입 ),120,55,13,0,,12,,,0,
4630,음료류,감귤한모금(190ml*24입),190,90,22,0,,20,,,0,
4631,음료류,감귤한모금(120ml*16입),120,55,13,0,,12,,,0,
4632,음료류,감귤한모금 120ml,120,55,13,0,,12,,,0,
4633,음료류,감귤한모금 190ml,190,90,22,0,,20,,,0,
4634,음료류,과일듬뿍주스 150ml,150,66,16,0,,16,,,0,
4635,음료류,과일듬뿍주스 (150ml*10개),150,66,16,0,,16,,,0,
4636,음료류,당근사과주스 180ml,180,93,23,0.7,,21,15,,0,
4637,음료류,당근사과주스 1000ml,100,50,13,0,,11,10,,0,
4638,음료류,당근사과주스(120ml*10개 ),120,62,15,0.7,,14,10,,0,
4639,음료류,당근토마토주스 1000ml,200,60,14,0,,12,40,,0,
4640,음료류,딸기주스 190ml,190,85,21,0,,17,10,,0,
4641,음료류,무농약포도로만든포도즙 (120ml*20포),120,75,18,0.7,,17,,,0,
4642,음료류,배도라지즙 120ml,120,70,16,0,,15,,,0,
4643,음료류,배도라지즙 (120ml*20포),120,70,16,0,,15,,,0,
4644,음료류,배즙 120ml,120,60,14,0,,13,,,0,
4645,음료류,배즙 (120ml*20포),120,60,14,0,,13,,,0,
4646,음료류,블루베리아로니아액 80ml,80,20,4,0.2,0.3,4,1,,0,
4647,음료류,블루베리아로니아액 (80ml*20포),80,20,4,0.2,0.3,4,1,,0,
4648,음료류,블루베리액 80ml,80,0,8,0,,7,,,0,
4649,음료류,블루베리액 (80ml*30포),80,0,8,0,,7,,,0,
4650,음료류,사과주스 180ml,180,90,22,0,,19,11,,0,
4651,음료류,사과즙 (120ml*20포),120,58,14,0.7,,14,,,0,
4652,음료류,사과한모금 190ml,190,100,24,0,,23,,,0,
4653,음료류,사과한모금 120ml,120,60,15,0,,14,,,0,
4654,음료류,사과한모금 (190ml*24입),190,100,24,0,,23,,,0,
4655,음료류,사과한모금 (120ml*16입),120,60,15,0,,14,,,0,
4656,음료류,생생비타 (100ml*10포),100,60,14,0,,11,,,0,
4657,음료류,생생비타 100ml,100,60,14,0,,11,,,0,
4658,음료류,석류즙 (120ml*15포),120,60,14,1,,13,,,0,
4659,음료류,숨 (120ml*24입),120,45,11,0,,8,,,0,
4660,음료류,숨 (190ml*24입 ),190,70,17,0,,12,5,,0,
4661,음료류,숨 190ml,190,70,17,0,,12,5,,0,
4662,음료류,숨 120ml,120,45,11,0,,8,,,0,
4663,음료류,유기배즙 100ml,100,45,11,0,,8,,,0,
4664,음료류,자연드림감귤주스 1L,1000,505,124,2,,114,10,,0,
4665,음료류,자연드림감귤주스 (1L*12개입),1000,505,124,0,,114,10,,0,
4666,음료류,토마토당근한모금(120ml*24입),120,60,14,0,,14,10,,0,
4667,음료류,토마토당근한모금(120ml*16입),120,60,14,0,,14,10,,0,
4668,음료류,토마토당근한모금 120ml,120,60,14,0,,14,10,,0,
4669,음료류,포도주스 180ml,180,94,23,0,,18,10,,0,
4670,음료류,포도주스 (180ml*10개),120,65,15,0,,12,5,,0,
4671,음료류,포도즙 (120ml*20포),120,65,15,0.7,,13,,,0,
4672,음료류,포도한모금 190ml,190,100,23,0,,20,,,0,
4673,음료류,포도한모금 (120ml*16입),120,60,14,0,,12,,,0,
4674,음료류,포도한모금 120ml,120,60,14,0,,12,,,0,
4675,음료류,포도한모금 (190ml*24입),190,100,23,0,,20,,,0,
4676,음료류,하루채소과일 120ml,120,55,13,0,,9,20,,0,
4677,음료류,하루채소과일 (120ml*10개),120,55,13,0,,9,20,,0,
4678,음료류,해피망고주스 (190ml*24입 ),190,110,26,0.7,,23,5,,0,
4679,음료류,해피망고주스 190ml,190,110,26,0.7,,23,5,,0,
4680,음료류,해피파인애플주스 (190ml*24입),190,100,0,0,,0,,,0,
4681,음료류,해피파인애플주스 (120ml*16입 ),120,65,15,0.7,,13,,,0,
4682,음료류,해피파인애플주스 190ml,190,100,24,0.7,,20,5,,0,
4683,기타,요거트파우더,20,85,18,0,1.3,14,5,,0,
4684,기타,녹차라떼(봉지),15,60,13,0,0.7,8,,,0,
4685,기타,레몬에이드(분말),10,45,9,0,0.8,7,,,0,
4686,음료류,복분자아이스티,14,56,14,0,,13,,,0,
4687,음료류,복분자아이스티(봉지),20,80,20,0,,18,,,0,
4688,음료류,복숭아아이스티(봉지),20,80,20,0,,19,,,0,
4689,기타,요거트파우더딸기맛,20,80,19,0,,17,,,0,
4690,음료류,율무차,18,80,13,1,2.4,5,55,,1.3,
4691,기타,율무차(봉지),18,80,13,1,2.4,5,55,,1.3,
4692,기타,코코드림(봉지),20,80,16,2,0.5,13,50,,0,
4693,기타,코코드림(스틱),20,85,14,3,1.6,14,20,,0.1,
4694,음료류,마시는 카페라떼,190,140,21,3,4.9,19,40,,3.2,
4695,음료류,마시는 카페라떼(190ml*24),190,140,21,3,4.9,19,40,,3.2,
4696,음료류,에티카아메리카노블랙 1,1.1,4,0.7,0.7,,0,,,0,
4697,음료류,에티카아메리카노블랙,1.1,4,0.7,0.7,,0,,,0,
4698,음료류,에티카아메리카노스위트 1,4.7,20,4,0.7,0.4,4,,,0,
4699,음료류,에티카아메리카노스위트,4.7,20,4,0.7,0.4,4,,,0,
4700,음료류,에티카커피믹스*모카,12,55,9,0.7,2.2,6,5,,1,
4701,음료류,에티카커피믹스*오리지널,12,55,9,0.7,1.9,7,,,1.1,
4702,음료류,에티카커피믹스*모카,12,55,9,0.7,2.2,6,5,,1,
4703,음료류,에티카커피믹스*오리지널,12,55,9,0.7,1.9,7,,,1.1,
4704,음료류,자연드림 크리머,5,25,3,0,1.5,0,,,1,
4705,음료류,카페라떼,16,65,9,1,2,8,35,,1.5,
4706,음료류,콜드브루커피원액(에티오피아),500,70,10,5,1.3,0,8,,0,
4707,음료류,콜드브루커피원액(코스타리카),500,65,9,5,0.8,0,5,,0,
4708,음료류,탄산수(플레인),500,0,0,0,,0,,,0,
4709,기타,달콤홍삼,120,80,20,0,,15,,,0,
4710,기타,달콤홍삼 1,120,80,20,0,,15,,,0,
4711,음료류,동상곶감을 넣어 만든 정성가득 수정과,100,110,28,0.7,,24,,,0,
4712,음료류,레드비트즙,100,15,4,0.7,,3,15,,0,
4713,음료류,마시는 복숭아초,510,1245,306,0,2,190,80,,0,
4714,기타,매실 넣은 양배추액,100,40,9,0.7,,9,5,,0,
4715,음료류,바나나발효초,100,165,41,0,,31,,,0,
4716,음료류,발효숙성 노니 주스,100,20,4,0,,3,10,,0,
4717,음료류,파인애플 발효초,100,100,25,0,,24,,,0,
4718,음료류,참다래 발효초,100,180,42,0,1,35,15,,0.6,
4719,음료류,사과톡톡,350,190,46,0,0.6,43,,,0,
4720,음료류,사과톡톡 1,350,190,46,0,0.6,43,,,0,
4721,음료류,사이다,350,160,40,0,,37,,,0,
4722,음료류,사이다 1,350,160,40,0,,37,,,0,
4723,음료류,쌍화차,100,25,6,1,,5,10,,0,
4724,음료류,야채수(낱봉),150,5,1,0,,0,10,,0,
4725,음료류,야채수(박스),150,5,1,0,,0,10,,0,
4726,음료류,양배추액,100,9,2,0,,2,,,0,
4727,음료류,양배추액 박스,100,9,2,0,,2,,,0,
4728,음료류,양파즙,120,35,8,0.7,,7,,,0,
4729,음료류,양파즙 박스,120,35,8,0.7,,7,,,0,
4730,음료류,엄마사랑 어린이 야채수,120,0,6,0,,4,,,0,
4731,음료류,엄마사랑 어린이 야채수(박스),120,0,6,0,,4,,,0,
4732,음료류,유기농 전통 식혜,238,110,27,0,,21,15,,0,
4733,음료류,참다래 발효초,100,180,42,0,1,35,15,,0.6,
4734,음료류,참든 새콤달콤 수세미즙,100,36,9,0,,8,,,0,
4735,음료류,참든 유기 야채수,150,8,2,0,,0.7,9,,0,
4736,음료류,칡즙,100,26,6,0.5,0.2,1,10,,0,
4737,음료류,탄산레몬라임 박스,500,0,0,0,,0,,,0,
4738,음료류,탄산레몬라임,500,0,0,0,,0,,,0,
4739,음료류,탄산수(플레인),500,0,0,0,,0,,,0,
4740,음료류,파인애플발효초,100,100,25,0,,24,,,0,
4741,음료류,유기농 냉 수정과 1.5L*유기*해오름,100,50,11,0,0.5,11,,,0,
4742,기타,무항생제산양유,200,150,9,8,9,8,70,,7,0.3
4743,기타,마시는초콜릿,120,84.6,16,2.6,1.1,12.1,39.9,,0.7,
4744,기타,마시는초콜릿 박스,120,84.6,16,2.6,1.1,12.1,39.9,,0.7,
4745,음료류,단일목장유기농우유(데미샘),200,115,10,6,6,7,65,,3.5,
4746,음료류,마시는초콜릿 24입,120,84.6,16,2.6,1.1,12.1,39.9,,0.7,
4747,기타,매실요구르트(파우치),120,115,16,4,3.8,13,35,,3.5,
4748,기타,딸기요구르트(파우치),120,115,17,4,3.7,14,50,,2.8,
4749,기타,플레인요구르트(파우치),120,105,14,4,3.8,11,50,,2.3,
4750,기타,플레인요구르트(낙안),100,87,11,3,3.2,9,40,,1.9,
4751,기타,플레인요구르트(가당),100,87,11,3,3.2,9,40,,1.9,
4752,기타,매실요구르트,100,95,14,3,3.2,11,35,,2.9,
4753,기타,구워먹는치즈,110,580,49,24,32,2,200,,21,0.7
4754,기타,하먼자연치즈,20,70,1,4,5,0,70,,4.1,
4755,기타,i버터*130g,100,661,7.9,3.2,68.5,1.4,28.3,,38.2,1.2
4756,음료류,i우유*180ml*밀크쿱,180,125,9,6,7,10,75,,4.7,0.3
4757,음료류,i우유*900ml*밀크쿱,100,70,5,3,4,6,40,,2.6,
4758,음료류,i우유 저지방*900ml*밀크쿱,100,45,5,3,1.1,4,40,,0.8,
4759,기타,데미샘아펜젤러치즈*100g*데미샘목장,100,366,0,25,25,0,680,,9,
4760,음료류,데미생 홍삼우유*220ml,220,150,11,8,8,5,90,,4.6,
4761,음료류,딸기우유,190,140,22,5,3.4,20,35,,2.5,
4762,음료류,딸기우유 24입,190,140,22,5,3.4,20,35,,2.5,
4763,기타,목장스트링치즈,20,50,0.23,5,3.7,0,65,,1.7,0.13
4764,음료류,목장우유,190,120,9,6,6,8,95,,4,
4765,음료류,목장우유 24입,190,120,9,6,6,8,95,,4,
4766,기타,목장크림치즈플레인,20,60,2,2,4.7,0,35,,2.2,
4767,기타,목장크림치즈플레인,23,70,3,3,5,1,40,,2.5,
4768,음료류,바나나우유,190,135,21,4,4.3,20,75,,2.7,
4769,음료류,바나나우유 24입,190,135,21,4,4.3,20,75,,2.7,
4770,기타,슬라이스치즈,18,50,1,4,3.2,0,150,,1.9,0.07
4771,기타,평촌요구르트,500,375,43,12,17,34,250,,10,0.7
4772,기타,평촌요구르트,150,110,13,4,5,10,75,,3,0.3
4773,아이스크림류,초코아이스,62,81.2,12.6,1.5,2.7,12.5,28.4,,1.6,
4774,기타,프레쉬그릭요거트,85,105,12,4,4.3,8,60,,2.9,
4775,기타,프레쉬그릭요거트(대용량),100,105,8,5,6,5,75,,3.8,
4776,기타,프레쉬그릭요거트플레인,85,90,7,5,4.8,4,60,,3.2,
4777,기타,하먼슈레드치즈,80,230,8,18,14,0,150,,12,
4778,음료류,검은콩두유(달콤한맛),195,115,14,8,2.9,5,250,,0,
4779,음료류,검은콩두유(달콤한맛),195,115,14,8,2.9,5,250,,0,
4780,음료류,검은콩두유(담백한맛),195,115,10,7,3.5,3,220,,0,
4781,음료류,검은콩두유(담백한맛),195,115,10,7,3.5,3,220,,0,
4782,음료류,검은콩두유(우리콩식품),195,135,13,7,6,4,290,,0.6,
4783,기타,소이타임하얀콩,190,125,12,8,5,8,120,,0.7,
4784,기타,소이타임하얀콩 24입,190,125,12,8,5,8,120,,0.7,
4785,음료류,오곡두유 박스,195,125,18,6,3.2,5,230,,0.4,
4786,음료류,오곡두유,195,125,18,6,3.2,5,230,,0.4,
4787,음료류,우리콩두유(우리콩식품),195,90,9,7,2.7,4,220,,1,
4788,기타,양배추 분말스틱,4,15,4,0,,0,,,0,
4789,기타,자연드림 압착 유채유,100,825,0,0,91,0,,,6,
4790,기타,엑스트라 버진 올리브유,15,900,0,0,100,0,,,13,
4791,기타,올리브레몬유,15,800,0,0,93,0,,,13,
4792,기타,올리브 바질유,15,800,0,0,93,0,,,13,
4793,기타,자연드림 들기름,100,830,0,0,92,0,10,,8,
4794,기타,자연드림 들기름,100,830,0,0,92,0,10,,8,
4795,기타,자연드림 생들기름,100,835,0,0,93,0,,,9,
4796,기타,자연드림 압착 유채유,100,825,0,0,91,0,,,6,
4797,기타,자연드림 압착 유채유,100,825,0,0,91,0,,,6,
4798,기타,자연드림 참기름,100,835,0,0,93,0,,,9,
4799,기타,자연드림 참기름,100,835,0,0,93,0,,,9,
4800,기타,크림스파게티 소스,100,170,7,2,15,2,240,,10,0.3
4801,기타,상큼한 토마토 케찹,100,95,23,0.7,,19,610,,0,
4802,기타,상큼한 스파게티 소스,400,270,44,8,7,39,2410,,1.5,
4803,기타,상큼한 토마토 케찹,100,95,23,0.7,,19,610,,0,
4804,기타,상큼한 토마토 케찹,100,95,23,0.7,,19,610,,0,
4805,기타,정성담은 발사믹 드레싱,100,210,28,0,11,19,870,,0.7,
4806,기타,정성담은 사우전 아일랜드 드레싱,100,245,17,0.7,19,11,420,,3.1,0.3
4807,기타,정성담은 산뜻한 마요네즈,100,650,8,2,68,2,400,,12,0.3
4808,기타,정성담은 상큼한 탕수육 소스,100,165,40,0.7,,35,450,,0,
4809,기타,정성담은 상큼한 피자소스,100,80,15,2,1.2,10,260,,0,
4810,기타,정성담은 스테이크 소스,100,140,28,1,2.5,22,880,,1.6,
4811,기타,정성담은 시저 드레싱,100,325,16,2,28,7,450,,3.5,
4812,기타,정성담은 오리엔탈 드레싱,100,195,18,2,13,13,1390,,1.1,
4813,기타,정성담은 칠리소스,100,140,34,0.7,,17,540,,0,
4814,기타,정성담은 허니머스타드 소스,100,400,13,2,38,12,540,,6,
4815,기타,정성담은 흑임자 소스,100,335,21,2,27,12,290,,3.1,
4816,만두류,고기만두,510,970,114,47,36,10,1560,,11,0.9
4817,만두류,군만두,510,1055,112,46,47,11,1170,,13,1.1
4818,만두류,물만두,510,1170,106,48,61,11,1150,,19,1.5
4819,만두류,김치만두,510,1020,145,36,33,13,1700,,9,0.5
4820,만두류,피자군만두,510,1050,151,46,30,30,1820,,13,0.3
4821,만두류,왕만두,640,1035,110,50,44,3,1810,,12,
4822,만두류,잡채만두,400,825,95,43,30,8,840,,10,0.3
4823,만두류,군만두(벌크),1020,2105,223,91,94,23,2340,,27,2.2
4824,만두류,물만두(벌크),1020,2335,212,96,123,22,2300,,37,3
4825,만두류,잡채만두(벌크),100,205,24,11,8,2,210,,2.4,
4826,만두류,고기만두(1인용),150,285,33,14,11,3,460,,3.1,0.3
4827,만두류,군만두(1인용),150,310,33,13,14,3,340,,3.9,0.3
4828,만두류,물만두(1인용),150,345,31,14,18,3,340,,5,0.3
4829,만두류,김치만두(1인용),150,300,43,11,10,4,500,,2.7,
4830,만두류,고기교자만두,400,805,85,31,37,4,1310,,11,
4831,만두류,고추군만두,510,915,126,32,31,6,1230,,12,
4832,만두류,김치교자만두,400,770,110,23,28,7,1460,,8,
4833,만두류,꽃빵*250g*쿱만두,250,620,123,15,8,11,280,,0.8,
4834,만두류,담백한우리밀또띠아,80,315,61,6,5,1,370,,0.7,
4835,만두류,우리밀만두피*쿱만두,330,870,176,23,8,2,790,,2.3,
4836,만두류,유기농채소만두,300,415,79,13,4.9,9,580,,0.6,
4837,만두류,채소가득채식만두,300,485,93,15,6,5,960,,1.8,
4838,피자류,콤비네이션피자*쿱도우,510,1290,178,65,36,22,1790,,19,0.7
4839,피자류,한우불고기피자,495,1305,155,66,47,24,1850,,19,0.5
4840,기타,현미우리밀또띠아,400,1580,311,28,25,9,780,,3.7,
4841,면류,가득찬메밀국수,820,485,98,19,2.2,23,2330,,0,
4842,면류,건당면,100,350,86,0,,0,,,0,
4843,면류,건자른당면,100,350,86,0,,0,,,0,
4844,면류,매콤달콤비빔냉면,420,1180,156,17,54,39,1450,,14,
4845,면류,메밀수제비,500,1160,246,35,4.1,10,630,,1.4,
4846,면류,북어멸치칼국수,466,525,116,12,1.4,6,1410,,0,
4847,면류,비비베르데유기농스파게티,100,370,77,10,2.4,8,,,0,
4848,면류,비비베르데유기농펜네,100,349,69,11,1.9,4,,,0,
4849,면류,생생당면,210,430,90,0,,0,,,0,
4850,면류,시원한동치미냉면,450,400,84,14,0.7,13,1985,,0.3,
4851,면류,안심생짜장면,350,730,131,27,11,23,2890,,1.5,
4852,면류,온밀면,456,400,83,9,3.4,3,1330,,1.1,
4853,면류,우리밀생면,200,545,112,6,1.5,21,1070,,0,
4854,면류,우리밀수제비,500,1135,255,28,,10,510,,0,
4855,면류,우리밀스파게티면,110,315,62,13,1.5,2,520,,0,
4856,면류,우리밀우동면,200,560,119,15,2.9,0,950,,0.6,
4857,면류,우리밀쫄면면,525,1260,279,26,4.4,18,590,,0,
4858,면류,우리밀칼국수면,200,570,120,15,3.3,0,850,,0.7,
4859,면류,쫄깃쫄깃생쫄면,230,520,109,15,2.7,17,950,,0.7,
4860,면류,쿱스파게티,100,365,77,11,1.6,8,,,0,
4861,면류,탱탱밀국수면,150,382,85,8,1.4,2,382,,0,
4862,면류,탱탱밀면,472,85,32,0,0.9,7,2420,,0.3,
4863,면류,자연드림비빔면,133,555,81,10,22,11,1200,,7,
4864,면류,자연드림감자라면,113,530,65,15,23,3,1650,,8,
4865,면류,자연드림라면레드,111.5,480,72,11,16,7,1760,,7,
4866,면류,레드라면컵,103,470,68,10,17,3,1930,,0,
4867,면류,레드라면컵미니,65,290,42,6,11,2,960,,5,
4868,면류,안심짜장면,138,580,88,11,21,12,1170,,9,
4869,면류,안심짜장면컵,124,545,75,9,23,8,770,,7,
4870,면류,자연드림유기농라면,114,530,75,9,21,3,1070,,8,
4871,면류,자연드림라면,111,505,76,11,18,2,1840,,8,
4872,면류,자연드림라면컵,102,460,66,10,17,4,1920,,8,
4873,면류,자연드림라면컵미니,65,300,44,6,11,2,1170,,5,
4874,면류,자연드림사골라면,112,495,74,11,17,4,1670,,8,
4875,면류,자연드림사리면,100,435,67,11,14,1,470,,6,
4876,면류,자연드림콩국수라면,142,650,84,20,26,3,1100,,11,
4877,면류,자연드림해물라면,113,515,77,12,18,3,1807,,8,
4878,면류,자연드림해물볶음면,113.7,505,73,12,19,10,1080,,8,
4879,면류,자연드림채소라면,115.5,505,77,11,17,6,1880,,8,
4880,면류,자연드림해물라면컵,105,480,67,9,19,4,1540,,9,
4881,면류,우리밀국수,100,355,74,11,1.7,2,790,,0,
4882,면류,밀예찬우리밀백밀국수,400,1520,317,46,7,16,2390,,1.6,
4883,면류,우리메밀국수,100,365,76,10,2.8,2,740,,0,
4884,빵류,흑미찐빵,50,125,25,3,1.3,5,80,,0,
4885,빵류,괴산찰옥수수찐빵,330,800,148,21,14,45,670,,1.4,
4886,빵류,쑥부쟁이찐빵,390,945,164,24,22,38,480,,1.7,
4887,빵류,채소찐빵,420,995,173,27,22,25,900,,5,
4888,빵류,팥찐빵,300,710,136,21,9,42,340,,2.4,
4889,빵류,호두과자,180,635,99,13,21,84,170,,3.2,
4890,빵류,단팥빵,80,225,38,7,5,13,140,,2,
4891,빵류,우리밀롤빵,270,920,143,29,26,18,800,,12,
4892,빵류,크림빵,70,290,32,4,16,6,190,,10,0.3
4893,빵류,검은깨어묵핫도그,270,680,93,21,25,31,1020,,2.9,
4894,빵류,꼬마핫도그,200,670,57,21,40,21,710,,8,
4895,빵류,소보루빵,70,275,43,5,9,8,170,,5,
4896,빵류,우리밀벨기에와플,85,350,48,5,15,11,270,,9,
4897,빵류,인절미카스테라,50,205,22,5,13,15,90,,2.6,
4898,빵류,치즈꼬마핫도그,160,600,40,23,39,16,390,,13,0.3
4899,빵류,한입쏙핫도그,250,305,34,11,14,12,290,,4.7,
4900,빵류,핫도그,195,540,49,21,40,18,570,,8,
4901,빵류,현미카스테라,50,225,22,5,13,15,90,,2.6,
